-0.56541,-0.21805,0.57238,-0.34579,0.021429,-0.81965,-0.46097,-1,-1,2
-0.50922,-0.35639,0.58575,-0.15888,0.18929,-0.79066,-0.52416,-1,-1,3
-0.3705,-0.21805,0.48775,-0.22118,-0.16786,-0.81965,-0.33829,-1,-1,2
-1,1,-1,-0.96885,1,-1,-0.77323,-1,-1,4
-0.53468,-0.18496,0.60802,-0.22118,-0.078571,-0.78744,-0.51673,-1,-1,3
-0.4381,-0.31729,0.60356,-0.33333,0.13571,-0.81643,-0.44796,-1,-0.56863,1
-0.59965,-0.4015,0.5412,-0.20872,0.21071,-0.78422,-0.50558,-1,-0.058824,1
-0.5777,-0.38045,0.60802,-0.17134,0.12857,-0.79388,-0.50929,-1,0.019608,1
-0.46005,-0.51278,0.21158,-0.16511,0.092857,-0.77456,-0.29368,-1,-1,3
-0.51975,-0.36241,0.56347,-0.28349,0.14286,-0.781,-0.47955,-0.9619,-0.019608,3
-0.74188,0.058647,0.37639,0.11526,-0.11786,-0.64573,-0.69331,-1,-1,3
-0.40123,-0.39549,0.55011,-0.33956,0.125,-0.79388,-0.39591,-1,-1,1
-0.39333,-0.31729,0.69265,-0.50779,0.16429,-0.81965,-0.45167,-1,-0.52941,3
-0.55048,-0.31729,0.59465,-0.22118,0.078571,-0.80354,-0.51487,-1,-1,3
-0.58297,-0.24511,0.48775,-0.2648,0.175,-0.8744,-0.48141,-1,-1,3
-0.28095,-0.12481,0.57684,-0.7134,0.014286,-0.94847,-0.35688,-0.90476,-0.058824,2
-0.4381,-0.40451,0.52339,-0.43302,0.21071,-0.80998,-0.40335,-1,-1,1
-0.64969,-0.013534,0.19376,1,-0.97143,-0.45894,-0.91822,0.39683,-1,6
-0.42845,-0.25414,0.64365,-0.37695,-1.1102e-16,-0.81643,-0.48141,-1,-1,1
-0.41264,-0.29323,0.55457,-0.38318,0.089286,-0.80676,-0.43123,-1,-1,1
-0.067603,-0.25714,0.6392,-0.46417,0.05,-0.82609,-0.42565,-1,-1,3
-0.43986,-0.44662,0.54566,-0.32087,0.27857,-0.80676,-0.42007,-1,-0.76471,1
-0.35382,-0.25714,0.61693,-0.51402,0.078571,-0.81643,-0.4461,-0.94286,-0.33333,3
-0.44864,-0.22707,0.60356,-0.4704,0.17143,-0.8132,-0.49071,-1,-1,1
-0.58033,-0.29023,0.59911,-0.23364,0.175,-0.78422,-0.5539,-1,-1,3
-0.53907,0.094737,-1,0.52648,0.085714,-1,-0.25279,-0.65714,-1,5
-0.45566,-0.31128,0.57684,-0.12773,0.042857,-0.82609,-0.44052,-1,-0.72549,1
-0.0061457,0.24211,-0.020045,0.1028,-0.83929,-0.75523,-0.19517,-1,-1,5
-0.13608,-0.10977,0.59911,-0.48287,-0.23214,-0.97101,-0.26208,-1,-1,1
-0.42581,-0.1218,0.63029,-0.4891,0.057143,-0.96457,-0.41078,-1,-1,2
-0.35821,-0.19398,0.73274,-0.35202,-0.082143,-0.83575,-0.47026,-1,-1,3
-0.35645,-0.12481,0.72383,-0.38941,-0.23214,-0.82609,-0.46283,-1,0.2549,3
-0.30641,-0.13684,0.61247,-0.4891,0.010714,-0.95491,-0.38104,-1,-1,1
-0.60316,-0.23008,0.53675,-0.42679,0.046429,-0.81965,-0.41636,-1,-1,1
-0.035996,0.046617,0.70156,-0.88785,-0.3,-0.96457,-0.23048,-1,-1,1
0.057946,-0.10075,0.65702,-0.86293,-0.30714,-0.97101,-0.13941,-1,-0.37255,1
-0.61282,-0.055639,-1,0.40187,0.22143,-0.95491,-0.26022,-0.48571,-0.96078,5
-0.28797,-0.25714,0.4833,-0.38318,-0.089286,-0.80676,-0.31041,-1,-0.56863,1
-0.037752,0.040602,0.68374,-0.61371,-0.44643,-0.92593,-0.31041,-1,0.45098,2
0.76471,-1,-1,0.12773,-1,-0.8132,0.46283,1,0.098039,3
-0.089552,-0.30226,0.62584,-0.63863,-0.10357,-0.93881,-0.17844,-1,-0.33333,1
-0.37313,0.1218,-0.0022272,-0.17134,-0.082143,-1,-0.2881,-1,-1,4
-0.31782,-0.17895,0.70601,-0.39564,-0.021429,-0.81643,-0.48327,-1,-0.45098,3
-0.32133,0.2812,-0.65256,-0.096573,-0.039286,-1,-0.15985,-1,-1,4
-0.37313,-0.24511,0.73719,-0.30218,-0.1,-0.82287,-0.46468,-1,-0.60784,3
0.040386,-0.22406,0.59465,-0.66978,-0.22143,-0.96135,-0.11896,-1,-0.88235,1
-0.52853,-0.14887,0.5902,-0.2648,-0.057143,-0.79388,-0.52974,-1,-1,3
-0.42669,-0.44962,0.56793,-0.28972,0.19286,-0.81643,-0.42193,-1,-1,1
-0.9122,-0.3203,0.54566,-0.48287,0.13214,-0.80032,-0.45725,-1,0.21569,1
-0.5338,-0.30526,0.51448,-0.39564,0.14286,-0.83253,-0.4145,-1,-1,2
-0.46795,-0.35639,0.55011,-0.35202,0.15357,-0.81965,-0.44238,-1,-1,1
-0.43108,-0.37744,0.63029,-0.38941,0.14286,-0.80676,-0.41822,-1,-1,1
-0.44952,-0.23609,0.61247,-0.4081,0.16786,-0.82287,-0.50929,-1,-1,1
-0.1115,0.079699,0.73719,-0.66355,-0.39643,-1,-0.24535,-1,-1,2
-0.41703,-0.25414,0.51002,-0.35202,0.053571,-0.80998,-0.41264,-1,-1,1
-0.072871,-0.75038,-0.16258,-0.20872,0.089286,-0.84863,0.11152,-1,-1,6
-0.3986,-0.10376,0.75056,-0.22118,-0.28571,-0.82609,-0.48327,-1,-0.41176,3
0.45917,-0.42556,-1,-0.76324,-0.21071,-0.98068,0.66729,-1,-1,3
-0.44249,-0.37143,0.58129,-0.25234,0.05,-0.82609,-0.42565,-1,-0.2549,1
-0.4302,-0.32331,0.57684,-0.42679,0.13929,-0.79066,-0.42379,-1,-1,1
-0.067603,-0.091729,-0.55011,-0.33333,-0.15,-0.89372,0.061338,-1,-1,3
-0.53468,0.26617,-1,-0.015576,0.17857,-1,-0.39777,-0.12381,-1,5
-0.41089,-0.3985,0.52784,-0.43925,0.12143,-0.80032,-0.38104,-1,0.17647,1
-0.089552,-0.2812,0.59465,-0.61994,-0.14643,-0.92593,-0.18401,-1,-0.37255,1
-0.27831,-0.079699,0.073497,-0.43925,0.053571,-1,-0.19331,-1,-1,4
-0.64969,0.2391,-1,0.3271,0.39643,-1,-0.44981,-0.64444,-1,5
-0.071993,-0.17293,0.66592,-0.61994,-0.21429,-0.94203,-0.22305,-1,-0.72549,1
-0.4583,0.26917,-1,-0.05919,0.13571,-1,-0.40892,-0.015873,-1,5
-0.20544,-0.022556,-0.39866,-0.16511,-0.30357,-0.8744,-0.046468,-1,-0.29412,3
-0.5698,-0.34737,0.53229,-0.27726,0.16071,-0.85829,-0.47212,-1,-1,3
-0.35733,-0.28722,0.76837,-0.43925,-0.060714,-0.80676,-0.44238,-1,-1,3
-0.43284,-0.049624,0.60356,-0.33333,0.042857,-0.84541,-0.5539,-1,-1,1
-0.5101,-0.22707,0.62138,-0.22741,-0.028571,-0.79066,-0.51673,-1,0.13725,3
0.097454,0.5218,-0.18486,-0.36449,-0.77857,-0.90016,-0.40892,0.066667,-1,5
-0.49956,0.26015,-1,0.05919,0.16071,-1,-0.44796,0.0095238,-1,5
-0.52327,0.22406,-1,0.05919,0.17857,-1,-0.47026,0.085714,-1,5
-0.82353,-0.31128,-1,0.7134,-0.76071,1,-0.71561,-1,-1,6
-0.47849,-0.31729,0.54566,-0.065421,0.039286,-0.78744,-0.48885,-1,-1,3
-0.46269,0.19398,-1,0.27726,0.23929,-1,-0.34572,-0.58095,-1,5
-0.31255,-0.14286,0.4922,-0.41433,-0.18929,-0.80998,-0.35316,-1,-1,1
-0.25022,-0.42556,-1,-0.15265,0.40714,-0.87762,0.13383,-1,-1,6
-0.38104,-0.43158,0.2294,-0.66355,0.42857,-0.88728,-0.25836,-1,-0.21569,3
-0.55926,0.26917,-1,0.23364,0.24643,-1,-0.39033,-0.5746,-1,5
-0.30114,-0.046617,0.66147,-0.44548,-0.175,-0.98068,-0.35688,-1,-1,1
-0.52941,0.097744,-1,0.028037,0.35714,-1,-0.43309,-0.0031746,-1,5
-0.49166,-0.3594,0.59465,-0.36449,-1.1102e-16,-0.80354,-0.37546,-1,-1,2
0.053556,-0.18496,0.48775,-0.41433,-0.082143,-0.80676,-0.36803,-1,-1,5
-0.1633,-0.15188,-0.069042,-0.14019,-0.15357,-0.82931,-0.23048,-0.82857,-0.33333,3
-0.36523,0.079699,0.45212,0.20249,-0.48571,-0.52979,-0.93309,0.034921,-1,5
-0.38279,-0.10075,-1,-0.83178,0.65714,-1,0.033457,-1,-1,3
-0.42581,-0.48271,0.20713,-0.37695,0.38929,-0.81965,-0.32528,-1,-0.058824,1
-0.52151,-0.3203,0.41648,-0.41433,0.12857,-0.8132,-0.37175,-1,-0.058824,3
-0.58385,-0.35338,0.52784,-0.30841,0.23929,-0.77778,-0.51301,-1,-0.058824,1
0.13696,-0.067669,0.29176,-0.45171,-0.52143,-0.97424,-0.0037175,-1,-1,3
0.41352,-0.076692,0.40312,-0.76947,-0.72857,-0.97424,0.15428,-1,-1,3
-0.11853,-0.32632,-0.85301,-0.23988,0.27857,-0.95813,0.085502,-1,0.098039,6
-0.44425,-0.3594,0.58575,-0.38941,0.21429,-0.82609,-0.45167,-1,-0.33333,1
-0.52766,-0.63308,-1,-0.43925,0.91786,-0.13043,-0.34944,-1,-1,5
-0.55399,0.025564,-1,0.61371,-1.1102e-16,-0.97424,-0.30297,-0.32698,-1,5
-0.13433,-0.12481,1,-0.49533,-0.29643,-0.98068,-0.3829,-1,-1,1
-0.43108,-0.43459,0.59911,-0.36449,0.24286,-0.8132,-0.42937,-1,-1,1
-0.5777,-0.31128,0.58575,-0.22118,0.17857,-0.76812,-0.54089,-1,-1,3
-0.50922,-0.38045,0.56793,-0.22118,0.26786,-0.78744,-0.54089,-1,-1,3
-0.16594,0.091729,-1,0.077882,0.28929,-1,-0.44052,0.04127,-1,5
-0.42669,-0.42256,0.58575,-0.37072,0.16786,-0.80354,-0.39405,-1,-0.45098,1
0.10097,-0.18496,-1,-0.19626,-0.13929,-0.89694,0.2658,-1,-1,6
-0.43723,-0.27218,0.60802,-0.52648,0.225,-0.81643,-0.4777,-1,-1,1
-0.43898,-0.17293,0.66592,-0.45171,0.13571,-0.80998,-0.51673,-1,-1,1
-0.47673,-0.35038,0.61247,-0.20249,0.125,-0.80354,-0.50186,-1,-1,3
-0.03863,-0.097744,0.71047,-0.73209,-0.30357,-0.94525,-0.19888,-1,-1,1
-0.57946,-0.29023,0.56793,-0.21495,0.092857,-0.781,-0.51301,-1,-0.64706,3
-0.41264,-0.41353,0.63474,-0.45794,0.17857,-0.80354,-0.39219,-1,-1,1
-0.3029,-0.049624,0.57238,-0.35826,-0.28571,-0.83575,-0.37732,-0.93016,-1,1
-0.2432,-0.073684,0.59465,-0.35826,-0.31786,-0.96135,-0.39777,-0.5619,-1,1
-0.51624,-0.3594,-1,-0.040498,0.45357,-0.6876,-0.11896,-1,-1,6
-0.54697,-0.21504,0.5902,-0.20249,0.092857,-0.80354,-0.54275,-1,-1,3
-0.33538,-0.33835,0.63029,-0.20872,-0.035714,-0.8132,-0.42007,-1,-0.52941,3
-0.47937,-0.10075,0.6392,-0.05296,-0.19643,-0.79388,-0.54461,-1,-1,3
-0.15189,-0.082707,0.01559,-0.28972,-0.22143,-0.84219,-0.17844,-1,-0.33333,3
-0.59701,0.24211,0.63474,-0.096573,-0.26429,-0.94847,-0.64126,-1,-0.52941,3
-0.38718,-0.18797,0.77283,-0.44548,-0.042857,-0.8132,-0.49442,-1,-1,3
-0.98595,-0.10977,0.42539,-0.05296,0.071429,-0.43317,-1,-0.24444,-1,5
-0.023705,0.034586,0.6971,-0.6947,-0.45,-1,-0.20818,-1,-1,1
0.31607,-0.10677,-1,-0.33333,-0.48929,-0.93881,0.48885,-1,-0.60784,3
-0.38894,-0.21805,0.71492,-0.40187,0.060714,-0.83253,-0.5,-1,-1,3
-0.5259,-0.19398,0.51002,-0.38318,0.010714,-0.83253,-0.40149,-1,-1,2
-0.44162,-0.37444,0.5902,-0.33956,0.14643,-0.80032,-0.41264,-1,-1,1
-0.65496,0.32932,-1,0.22118,0.31786,-1,-0.45911,-0.6,-1,5
-0.29763,-0.3985,-0.17595,-0.021807,0.028571,-0.80676,-0.13383,-1,-1,6
-0.25285,0.21504,0.67038,-1,-0.21071,-0.99034,-0.33643,-1,-1,1
-0.35996,-0.24211,0.67483,-0.35826,-0.075,-0.8132,-0.44424,-1,-1,3
0.35996,-0.84962,-1,-0.70093,0.21429,-1,0.71933,-1,-1,3
-0.071993,-0.16391,0.71938,-0.6324,-0.29286,-0.92593,-0.23606,-1,-0.56863,1
-0.57243,0.2391,-1,0.30218,0.23929,-1,-0.38104,-0.59365,-0.64706,5
-0.81914,-0.31729,-1,0.70093,-0.68214,1,-0.72119,-1,-1,6
0.42581,-0.91278,-1,-0.7134,0.16786,-1,0.77138,-1,-1,3
-0.035996,0.046617,0.70156,-0.88785,-0.3,-0.96457,-0.23048,-1,-1,1
-0.44513,-0.36541,0.55902,-0.4704,0.23571,-0.81965,-0.42007,-1,-1,1
-0.36435,-0.36241,0.63474,-0.4081,-0.014286,-0.80032,-0.39591,-1,0.37255,3
-0.5338,-0.19398,0.58129,-0.40187,0.071429,-0.781,-0.50372,-1,-1,3
-0.56629,0.28722,-1,0.38318,0.15714,-0.9839,-0.36803,-0.66349,-1,5
-0.51536,-0.33534,0.60802,-0.39564,0.05,-0.81965,-0.41078,-1,-1,3
-0.58472,-0.2812,0.51893,-0.19626,0.23214,-0.97746,-0.44981,-1,-0.2549,3
0.3626,-0.019549,0.64811,-0.73832,-0.37143,-0.99356,-0.18401,-1,-0.60784,1
-0.37138,0.10075,-1,-0.046729,0.089286,-0.54589,-0.80669,0.82857,-1,5
-0.295,-0.0045113,0.59465,-0.3271,-0.18929,-0.81965,-0.46654,-1,-1,1
-0.56277,-0.052632,-0.20713,-0.065421,0.175,-1,-0.39777,-0.51746,-1,5
-0.050922,0.091729,0.71492,-0.62617,-0.44643,-0.95169,-0.30855,-1,-1,1
-0.37752,-0.35639,0.55011,-0.37695,0.12143,-0.80676,-0.44238,-1,-1,1
-0.09043,-0.90977,-0.23831,-0.20872,0.29643,-0.8132,0.15056,-1,-1,6
-0.25022,0.15188,-1,-0.83178,0.31071,-1,0.076208,-1,-1,4
-0.55838,-0.31429,0.55902,-0.25857,0.1,-0.80676,-0.5,-1,-1,3
-0.53468,-0.19699,0.55457,-0.23364,0.014286,-0.78422,-0.50743,-1,-0.60784,3
-0.40211,-0.16692,0.49666,-0.16511,-0.23929,-0.81643,-0.37175,-1,-0.64706,2
-0.028095,0.11278,-1,-0.55763,0.021429,-0.96779,0.13197,-1,-0.68627,3
-0.41352,-0.41053,0.57684,-0.34579,0.12143,-0.81643,-0.3829,-1,-1,1
-0.47673,0.052632,-1,0.11526,0.26786,-1,-0.40706,0.060317,-1,5
-0.45478,-0.38346,0.61247,-0.37695,0.064286,-0.80998,-0.39219,-1,-1,1
-0.39157,-0.18797,0.2784,-0.43925,0.082143,-0.82287,-0.33086,-1,-1,1
-0.51273,-0.24511,0.5902,-0.32087,0.032143,-0.81965,-0.44052,-1,-0.60784,2
-0.18525,-0.20301,-1,-0.30841,-0.12857,-0.89372,0.31413,-1,-1,6
-0.3108,-0.16992,0.55011,-0.33956,-0.23571,-0.82287,-0.33643,-1,-1,1
-0.41791,-0.25414,0.25167,-0.37695,0.13214,-0.83575,-0.33271,-1,-0.64706,1
-0.30641,-0.016541,0.064588,-0.20872,-0.085714,-1,-0.23048,-1,-1,4
-0.63477,0.097744,-1,0.47664,0.175,-0.98712,-0.32156,-0.59365,-1,5
-0.29675,0.028571,-1,0.1215,0.046429,-1,0.013011,-1,-1,4
-0.3626,-0.31128,0.61247,-0.52025,-0.096429,-0.79388,-0.31227,-1,-0.41176,3
-0.58297,-0.31128,0.59465,-0.23988,0.18214,-0.77778,-0.52974,-1,-1,3
-0.58033,-0.24211,0.53675,-0.28972,0.2,-0.80354,-0.54833,-1,-1,3
-0.53907,-0.45263,0.55011,-0.015576,0.22143,-0.7971,-0.50743,-1,-0.64706,3
-0.51888,-0.33835,0.57684,-0.17134,0.125,-0.79388,-0.51673,-1,-0.17647,3
-0.49517,-0.21805,0.57684,-0.17757,-0.025,-0.781,-0.50186,-1,-1,3
-0.33802,-0.26015,0.50111,-0.44548,0.039286,-0.81643,-0.36803,-1,-0.37255,1
-0.41967,-0.15789,0.51893,-0.23364,-0.20357,-0.8132,-0.37546,-1,-1,2
-0.42054,-0.36241,0.55011,-0.41433,0.12857,-0.80354,-0.41822,-0.94286,-0.13725,1
-0.34592,-0.20902,0.52784,-0.28972,-0.125,-0.83575,-0.41078,-1,-1,3
-0.46883,-0.20301,0.55902,-0.46417,0.085714,-0.83897,-0.44238,-1,-1,1
-0.55399,0.043609,-1,0.55763,0.30357,-0.98712,-0.329,-0.74603,-0.64706,5
-0.55838,-0.15789,0.58129,-0.22118,0.13571,-0.8744,-0.5632,-1,-1,1
-0.43284,-0.37444,0.57684,-0.41433,0.225,-0.8132,-0.44981,-1,-1,1
-0.56541,-0.19098,0.51448,-0.42056,0.028571,-0.80998,-0.46283,-1,-1,2
-0.58121,-0.3594,0.56793,0.14019,0.017857,-0.77778,-0.52788,-1,-1,3
-0.56277,-0.040602,0.56793,-0.40187,0.096429,-0.88084,-0.53346,-1,-0.45098,3
-0.49605,-0.41654,0.28285,-0.11526,0.21429,-0.7649,-0.42193,-1,-1,3
-0.35294,0.010526,-0.024499,-0.14642,0.021429,-1,-0.27695,-1,-1,4
